"","participant_id","Date.submitted","Last.page","Start.language","Seed","Date.started","Date.last.action","Please.select.your.choice.below..Clicking.on.the..Yes..button.below.indicates.that..U.00A0...You.have.read.the.above.information..You.voluntarily.agree.to.participate.","participants_gender","participants_gender_other","participants_age_range","participants_living_region","participants_living_region_other","olympics_frequency","international_frequency","continental_frequency","national_frequency","regional_frequency","other_race_name_1","other_race_frequency_1","other_race_name_2","other_race_frequency_2","other_race_name_3","other_race_frequency_3","other_race_name_4","other_race_frequency_4","other_race_name_5","other_race_frequency_5","have_seen_moving_info","nationality_interest","name_interest","age_interest","gender_interest","height_interest","weight_interest","elapsed_time_interest","lap_time_difference_to_other_swimmers_interest","average_lap_time_interest","current_lap_time_interest","lap_time_difference_to_a_record_interest","speed_difference_to_other_swimmers_interest","speed_differences_to_a_record_interest","current_speed","average_speed","history_of_speed","speed_related_events","distance_swam","remaining_distance","distance_difference_to_leader","trace_of_movement","side_by_side_distance","world_record","competition_record","national_record","personal_record","distance_per_stroke","reaction_time","diving_distance","stroke_count","next_passing","record_break","winner","estimation_completion_time","social_media_followers","social_media_by_swimmer","sponsor","other_data_name_1","other_data_interest_1","other_data_name_2","other_data_interest_2","other_data_name_3","other_data_interest_3","other_data_name_4","other_data_interest_4","other_data_name_5","other_data_interest_5","other_data_name_6","other_data_interest_6","other_data_name_7","other_data_interest_7","other_data_name_8","other_data_interest_8","other_data_name_9","other_data_interest_9","other_data_name_10","other_data_interest_10","other_data_name_11","other_data_interest_11","other_data_name_12","other_data_interest_12","other_data_name_13","other_data_interest_13","other_data_name_14","other_data_interest_14","other_data_name_15","other_data_interest_15","other_data_name_16","other_data_interest_16","other_data_name_17","other_data_interest_17","other_data_name_18","other_data_interest_18","other_data_name_19","other_data_interest_19","other_data_name_20","other_data_interest_20","general_comment","Total.time","Group.time..Consent.Form","Question.time..ConsentFormAgree","Group.time..Demographic.Questions","Question.time..GenderIdentification","Question.time..AgeRange","Question.time..AreaLiving","Group.time..Familiarity.with.Swimming","Question.time..WatchingFrequency","Question.time..EventExtension","Group.time..Background.Introduction","Question.time..BackgroundQuestion","Group.time..Main.Task","Question.time..SwimmerMetadata","Question.time..TimeDetail","Question.time..SpeedDetail","Question.time..DistanceDetail","Question.time..RecordDetail","Question.time..TechniqueDetail","Question.time..PredictionDetail","Question.time..ExternalDetail","Group.time..Supplementary.Interesting.Data..Optional.","Question.time..Other","Group.time..General.Comment..Optional.","Question.time..GeneralComment"
"29",83,"2022-04-20 00:58:01",7,"en",2092712360,"2022-04-20 00:50:08","2022-04-20 00:58:01","Yes","Man",NA,"45-54","Europe",NA,"Some races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Very interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",476.13,28.64,NA,13.7,NA,NA,NA,49.29,NA,NA,47.35,NA,315.23,NA,NA,NA,NA,NA,NA,NA,NA,13.74,NA,8.18,NA
"30",84,"2022-04-20 09:00:12",7,"en",456636882,"2022-04-20 08:49:07","2022-04-20 09:00:12","Yes","Woman",NA,"35-44","Europe",NA,"Almost all races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Very interested","Moderately interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","The data must be presented at the appropriate time in the race. Sometime we have info showing up in the screen, we don't know what it is for, then the race start we do realize what the info was but it is too late the info disapear and we cannot see it anymore. 
Too many info to read at the same time is difficult to process, however visual informtion are simpler to get (line, mouving information etc..) because no need to understand what they are, the data speaks by themself",669.36,21.09,NA,15.57,NA,NA,NA,54.04,NA,NA,46.66,NA,200.51,NA,NA,NA,NA,NA,NA,NA,NA,12.66,NA,318.83,NA
"31",85,"2022-04-20 09:00:33",7,"en",632950518,"2022-04-20 08:54:07","2022-04-20 09:00:33","Yes","Woman",NA,"25-34","Europe",NA,"Almost all races","No races / I don't follow this event.","No races / I don't follow this event.","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Extremely interested","I do not know. / I did not understand the question.","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Moderately interested","Very interested","Very interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",389.36,9.99,NA,8.81,NA,NA,NA,43.85,NA,NA,39.34,NA,249.74,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,2.33,NA
"32",88,"2022-04-20 12:18:32",7,"en",130257264,"2022-04-20 12:08:57","2022-04-20 12:18:32","Yes","Man",NA,"35-44","Europe",NA,"Almost all races","Some races","Almost all races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Extremely interested","Not interested at all","Moderately interested","Slightly interested","I do not know. / I did not understand the question.","Moderately interested","Not interested at all","Moderately interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Extremely interested","Very interested","Moderately interested","Very interested","Not interested at all","Moderately interested","Slightly interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Moderately interested","Moderately interested","Slightly interested","Swimming Club and Trainer","Very interested","Sporting successes (e.g. European Champion)","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",578.26,15.47,NA,15.39,NA,NA,NA,48.52,NA,NA,49.61,NA,292.25,NA,NA,NA,NA,NA,NA,NA,NA,153.53,NA,3.49,NA
"33",89,"2022-04-20 14:00:53",7,"en",1572061193,"2022-04-20 13:52:47","2022-04-20 14:00:53","Yes","Man",NA,"35-44","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Very interested","Moderately interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Not interested at all","Very interested","Very interested","Moderately interested","Not interested at all","Very interested","Very interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Not interested at all","Cadence (strokes wrt time)","Extremely interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",487.69,25.28,NA,27.77,NA,NA,NA,16.05,NA,NA,35.21,NA,341.04,NA,NA,NA,NA,NA,NA,NA,NA,40.23,NA,2.11,NA
"34",91,"2022-04-20 15:27:46",7,"en",1323856903,"2022-04-20 15:21:51","2022-04-20 15:27:46","Yes","Woman",NA,"35-44","Europe",NA,"Some races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Very interested","Very interested","Moderately interested","Slightly interested","Very interested","Very interested","Slightly interested","Moderately interested","Not interested at all","Very interested","Extremely interested","Moderately interested","Not interested at all","Extremely interested","Extremely interested","Very interested","Extremely interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",339.61,15.59,NA,14.84,NA,NA,NA,44.01,NA,NA,35.96,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,20.92,NA,5.29,NA
"35",93,"2022-04-20 16:06:02",7,"en",310624337,"2022-04-20 15:55:13","2022-04-20 16:06:02","Yes","Woman",NA,"25-34","Europe",NA,"Almost all races","No races / I don't follow this event.","No races / I don't follow this event.","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Very interested","Not interested at all","Very interested","Very interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Not interested at all","Not interested at all","Extremely interested","Very interested","Very interested","Very interested","Extremely interested","Extremely interested","Very interested","Slightly interested","Moderately interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","In one of the first questions, you ask if I'd like to see: ""Swimmer's personal record"" and then ""Swimmer's national record"", I would also like to see the ""National Record"" even though it's not this swimmer's - as well as the competition's best and world's best (which I ticked as I'm interested in seeing this).",652.46,31.16,NA,12.5,NA,NA,NA,58.67,NA,NA,60.4,NA,332.79,NA,NA,NA,NA,NA,NA,NA,NA,41.65,NA,115.29,NA
"36",95,"2022-04-20 17:45:47",7,"en",1858888470,"2022-04-20 17:40:07","2022-04-20 17:45:47","Yes","Man",NA,"25-34","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Very interested","Very interested","Moderately interested","Very interested","Very interested","Slightly interested","Slightly interested","Moderately interested","Not interested at all","Moderately interested","Not interested at all","Moderately interested","Not interested at all","Slightly interested","Not interested at all","Not interested at all","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Very interested","Slightly interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",342.46,35.08,NA,15,NA,NA,NA,38.49,NA,NA,25.57,NA,196.44,NA,NA,NA,NA,NA,NA,NA,NA,24.56,NA,7.32,NA
"37",97,"2022-04-21 10:01:31",7,"en",755264392,"2022-04-21 09:55:59","2022-04-21 10:01:31","Yes","Man",NA,"45-54","Europe",NA,"Almost all races","Almost all races","Almost all races","Some races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Slightly interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Extremely interested","Moderately interested","Slightly interested","Very interested","Very interested","Very interested","Moderately interested","Extremely interested","Moderately interested","Slightly interested","Extremely interested","Not interested at all","Very interested","Very interested","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Slightly interested","Moderately interested","Very interested","Very interested","Very interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",336.74,16.96,NA,13.8,NA,NA,NA,39.74,NA,NA,19.99,NA,235.25,NA,NA,NA,NA,NA,NA,NA,NA,8.44,NA,2.56,NA
"38",98,"2022-04-21 10:24:28",7,"en",679162394,"2022-04-21 10:16:43","2022-04-21 10:24:28","Yes","Man",NA,"45-54","Europe",NA,"Some races","No races / I don't follow this event.","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Very interested","Slightly interested","Slightly interested","Not interested at all","Moderately interested","Very interested","Not interested at all","Very interested","Not interested at all","Not interested at all","Moderately interested","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Very interested","Very interested","Very interested","Very interested","Slightly interested","Very interested","Very interested","Very interested","Not interested at all","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Personnel record sum of remaining swimmers in relay","Moderately interested","Recent ¨¦volution of personal record (within a year)","Moderately interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",468.14,33.71,NA,15.47,NA,NA,NA,44.73,NA,NA,27.95,NA,185.97,NA,NA,NA,NA,NA,NA,NA,NA,157.35,NA,2.96,NA
"39",101,"2022-04-21 14:32:45",7,"en",658717412,"2022-04-21 14:28:40","2022-04-21 14:32:45","Yes","Man",NA,"25-34","Europe",NA,"Almost all races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","I do not know. / I did not understand the question.","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Slightly interested","Moderately interested","Very interested","Very interested","Slightly interested","Moderately interested","Not interested at all","Slightly interested","Extremely interested","Slightly interested","Not interested at all","Very interested","Moderately interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Very interested","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",249.85,28.35,NA,12.63,NA,NA,NA,23.42,NA,NA,23.83,NA,153.67,NA,NA,NA,NA,NA,NA,NA,NA,4.84,NA,3.11,NA
"40",102,"2022-04-21 14:58:23",7,"en",1173128760,"2022-04-21 14:51:31","2022-04-21 14:58:23","Yes","Man",NA,"55-64","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","No","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Not interested at all","Not interested at all","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Slightly interested","Very interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","no",416.39,20.92,NA,27.34,NA,NA,NA,76.25,NA,NA,33.68,NA,229.75,NA,NA,NA,NA,NA,NA,NA,NA,19.49,NA,8.96,NA
"41",105,"2022-04-22 21:25:32",7,"en",816441097,"2022-04-22 21:17:17","2022-04-22 21:25:32","Yes","Man",NA,"25-34","Europe",NA,"Almost all races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Moderately interested","Not interested at all","Moderately interested","Moderately interested","Extremely interested","Very interested","Slightly interested","Very interested","Slightly interested","Moderately interested","Slightly interested","Very interested","Slightly interested","Not interested at all","Not interested at all","Very interested","Slightly interested","Moderately interested","Not interested at all","Not interested at all","Extremely interested","Very interested","Moderately interested","Very interested","Very interested","Extremely interested","Very interested","Very interested","Not interested at all","Moderately interested","Moderately interested","Moderately interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",499.24,10.57,NA,9.6,NA,NA,NA,73.78,NA,NA,169.68,NA,223.35,NA,NA,NA,NA,NA,NA,NA,NA,8.57,NA,3.69,NA
"42",107,"2022-04-24 14:34:35",7,"en",75785290,"2022-04-24 14:20:51","2022-04-24 14:34:35","Yes","Man",NA,"45-54","Europe",NA,"Almost all races","Almost all races","Almost all races","Almost all races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Extremely interested","Very interested","Not interested at all","Slightly interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Very interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Slightly interested","Not interested at all","Very interested","Slightly interested","Not interested at all","Extremely interested","Slightly interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Extremely interested","Slightly interested","Very interested","Slightly interested","Very interested","Not interested at all","Slightly interested","Slightly interested","Curve evolution performance per athlete ","Very interested","Age ","Very interested","At start and each turn: underwater distance and number of dolphin kicks","Extremely interested","Number breath and which side per 50m","Very interested","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",791.53,4.78,NA,12.06,NA,NA,NA,110.33,NA,NA,60.91,NA,366.75,NA,NA,NA,NA,NA,NA,NA,NA,226.92,NA,9.78,NA
"43",110,"2022-05-13 11:30:47",7,"en",985860495,"2022-05-13 11:24:48","2022-05-13 11:30:47","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Very interested","Extremely interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Extremely interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Slightly interested","Very interested","Moderately interested","Moderately interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",362.97,20.87,NA,18.88,NA,NA,NA,25.08,NA,NA,32.71,NA,245.79,NA,NA,NA,NA,NA,NA,NA,NA,15.52,NA,4.12,NA
"44",114,"2022-05-13 11:50:22",7,"en",2104064486,"2022-05-13 11:34:02","2022-05-13 11:50:22","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","No races / I don't follow this event.","Some races","No races / I don't follow this event.","Triathlon world events","Almost all races","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Very interested","Not interested at all","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Slightly interested","Very interested","Slightly interested","Extremely interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Moderately interested","Not interested at all","Not interested at all","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Not interested at all","Flip turn timing","Very interested","Distance at peak swimming speed (25m or 50m)","Very interested","Timing of the different swimming phases (reaction time, flight phase, diving time, swimming time, flip turn time)","Very interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",985.55,21.56,NA,11.8,NA,NA,NA,73.81,NA,NA,112.82,NA,498.75,NA,NA,NA,NA,NA,NA,NA,NA,257.85,NA,8.96,NA
"45",115,"2022-05-13 11:45:09",7,"en",1444787296,"2022-05-13 11:35:19","2022-05-13 11:45:09","Yes","Man",NA,"25-34","Europe",NA,"Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Extremely interested","Moderately interested","Slightly interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Very interested","Extremely interested","Moderately interested","Moderately interested","Extremely interested","Very interested","Slightly interested","Extremely interested","Very interested","Slightly interested","Very interested","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",593.67,31.13,NA,63.87,NA,NA,NA,61.97,NA,NA,26.44,NA,401.23,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,3.33,NA
"46",119,"2022-05-13 11:42:59",7,"en",543636858,"2022-05-13 11:36:50","2022-05-13 11:42:59","Yes","Man",NA,"25-34","Europe",NA,"Some races","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Very interested","Extremely interested","Moderately interested","Very interested","Very interested","Moderately interested","Very interested","Slightly interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Very interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Moderately interested","Slightly interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Moderately interested","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",372.22,9.53,NA,12.33,NA,NA,NA,49.9,NA,NA,61.4,NA,226.14,NA,NA,NA,NA,NA,NA,NA,NA,10.03,NA,2.89,NA
"47",121,"2022-05-13 11:44:21",7,"en",146268293,"2022-05-13 11:38:13","2022-05-13 11:44:21","Yes","Woman",NA,"35-44","Europe",NA,"Almost all races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Slightly interested","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Slightly interested","Very interested","Moderately interested","Slightly interested","Very interested","Very interested","Moderately interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select",NA,"Did not select","",371.99,19.27,NA,11.76,NA,NA,NA,69.63,NA,NA,35.45,NA,225.23,NA,NA,NA,NA,NA,NA,NA,NA,4.83,NA,5.82,NA
